2021-09-07 12:56:20.029 [main] INFO  com.xingHe.web.WebApplicatoin - Starting WebApplicatoin v2.2.5.RELEASE on DESKTOP-95SPIBH with PID 6832 (C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target\xingHe-web-2.2.5.RELEASE.jar started by elane in C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target)
2021-09-07 12:56:23.384 [main] INFO  com.xingHe.web.utils.redis.RedisConfig - redis地址：192.168.1.162:8379
2021-09-07 12:56:23.748 [main] INFO  com.xingHe.web.utils.redis.RedisConfig - RedisMessageListenerContainer注入成功！！
2021-09-07 12:56:23.945 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-09-07 12:56:24.046 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2021-09-07 12:56:24.411 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-6001"]
2021-09-07 12:56:24.453 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 6001 (http) with context path ''
2021-09-07 12:56:24.456 [main] INFO  com.xingHe.web.WebApplicatoin - Started WebApplicatoin in 5.009 seconds (JVM running for 5.621)
2021-09-07 12:57:16.718 [http-nio-6001-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-07 13:05:16.124 [http-nio-6001-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-09-07 13:05:16.182 [http-nio-6001-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 14 ms
2021-09-07 13:05:53.274 [http-nio-6001-exec-7] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:05:53.278 [http-nio-6001-exec-7] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:05:53.281 [http-nio-6001-exec-7] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:05:53.285 [http-nio-6001-exec-7] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:05:53.369 [http-nio-6001-exec-7] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:05:53.371 [http-nio-6001-exec-7] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:05:53.371 [http-nio-6001-exec-7] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:05:53.387 [http-nio-6001-exec-7] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=6, data=[ListNewsVo(id=090faa29171d40459d29bff4b2467ef2, title=666, tilteImage=null, newsType=null, content=<p style="text-align: center;">这里写你的初始化内容&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<img src="http://localhost:6002/uploadFile/ueimage/002.jpg" alt="" width="377" height="331" style="width: 377px; height: 331px;"/></p>, descripe=666, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-08-02 22:47:13, status=false), ListNewsVo(id=10d83a52-21b8-4854-a543-5a7b383395c2, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=2b63f9e6-3465-46c0-9d60-6129976380c5, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=34c1ccbc-0177-4952-8d8a-7ae09b5ea52e, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=b9e771c6-94de-4bfa-bdd2-d8ef2aa7a061, title=null, tilteImage=null, newsType=null, content=xinwen222, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=efe2be3a-b19f-49bb-870c-83d746381868, title=null, tilteImage=null, newsType=null, content=xinwe666, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false)])
2021-09-07 13:05:54.192 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:05:54.193 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:05:54.194 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:05:54.195 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:05:54.196 [http-nio-6001-exec-2] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:05:54.197 [http-nio-6001-exec-2] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:05:54.198 [http-nio-6001-exec-2] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:05:54.207 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=6, data=[ListNewsVo(id=090faa29171d40459d29bff4b2467ef2, title=666, tilteImage=null, newsType=null, content=<p style="text-align: center;">这里写你的初始化内容&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<img src="http://localhost:6002/uploadFile/ueimage/002.jpg" alt="" width="377" height="331" style="width: 377px; height: 331px;"/></p>, descripe=666, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-08-02 22:47:13, status=false), ListNewsVo(id=10d83a52-21b8-4854-a543-5a7b383395c2, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=2b63f9e6-3465-46c0-9d60-6129976380c5, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=34c1ccbc-0177-4952-8d8a-7ae09b5ea52e, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=b9e771c6-94de-4bfa-bdd2-d8ef2aa7a061, title=null, tilteImage=null, newsType=null, content=xinwen222, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=efe2be3a-b19f-49bb-870c-83d746381868, title=null, tilteImage=null, newsType=null, content=xinwe666, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false)])
2021-09-07 13:07:27.631 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:07:27.633 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:07:27.634 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:07:27.634 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:07:27.636 [http-nio-6001-exec-5] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:07:27.637 [http-nio-6001-exec-5] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:07:27.637 [http-nio-6001-exec-5] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:07:27.649 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=7, data=[ListNewsVo(id=aaf5ca888edd41caad07c03aff592ba8, title=星河易寿官网上线啦, tilteImage=null, newsType=null, content=<p>热烈庆祝——星河易寿官网上线，请大家多多关注</p>, descripe=热烈庆祝——星河易寿官网上线, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:07:24, status=false), ListNewsVo(id=090faa29171d40459d29bff4b2467ef2, title=666, tilteImage=null, newsType=null, content=<p style="text-align: center;">这里写你的初始化内容&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<img src="http://localhost:6002/uploadFile/ueimage/002.jpg" alt="" width="377" height="331" style="width: 377px; height: 331px;"/></p>, descripe=666, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-08-02 22:47:13, status=false), ListNewsVo(id=10d83a52-21b8-4854-a543-5a7b383395c2, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=2b63f9e6-3465-46c0-9d60-6129976380c5, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=34c1ccbc-0177-4952-8d8a-7ae09b5ea52e, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=b9e771c6-94de-4bfa-bdd2-d8ef2aa7a061, title=null, tilteImage=null, newsType=null, content=xinwen222, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=efe2be3a-b19f-49bb-870c-83d746381868, title=null, tilteImage=null, newsType=null, content=xinwe666, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false)])
2021-09-07 13:08:13.195 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:08:13.197 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:08:13.197 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:08:13.198 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:08:13.201 [http-nio-6001-exec-5] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:08:13.202 [http-nio-6001-exec-5] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:08:13.203 [http-nio-6001-exec-5] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:08:13.213 [http-nio-6001-exec-5] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=8, data=[ListNewsVo(id=12df5ed3e3f34eb99d6b53a5f087888d, title=新品即将发布，敬请期待, tilteImage=null, newsType=null, content=<p>新品即将发布，敬请期待</p>, descripe=新品即将发布，敬请期待, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:08:09, status=false), ListNewsVo(id=aaf5ca888edd41caad07c03aff592ba8, title=星河易寿官网上线啦, tilteImage=null, newsType=null, content=<p>热烈庆祝——星河易寿官网上线，请大家多多关注</p>, descripe=热烈庆祝——星河易寿官网上线, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:07:24, status=false), ListNewsVo(id=090faa29171d40459d29bff4b2467ef2, title=666, tilteImage=null, newsType=null, content=<p style="text-align: center;">这里写你的初始化内容&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<img src="http://localhost:6002/uploadFile/ueimage/002.jpg" alt="" width="377" height="331" style="width: 377px; height: 331px;"/></p>, descripe=666, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-08-02 22:47:13, status=false), ListNewsVo(id=10d83a52-21b8-4854-a543-5a7b383395c2, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=2b63f9e6-3465-46c0-9d60-6129976380c5, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=34c1ccbc-0177-4952-8d8a-7ae09b5ea52e, title=null, tilteImage=null, newsType=null, content=null, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=b9e771c6-94de-4bfa-bdd2-d8ef2aa7a061, title=null, tilteImage=null, newsType=null, content=xinwen222, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false), ListNewsVo(id=efe2be3a-b19f-49bb-870c-83d746381868, title=null, tilteImage=null, newsType=null, content=xinwe666, descripe=null, showSeq=null, creator=null, createdby=null, createdTime=null, updatedby=null, updatedTime=null, status=false)])
2021-09-07 13:08:15.791 [http-nio-6001-exec-8] INFO  com.xingHe.web.controller.DepartmentController - DepartmentController:getAllDepartmentSelect
2021-09-07 13:12:22.618 [http-nio-6001-exec-6] INFO  com.xingHe.web.controller.DepartmentController - DepartmentController:getAllDepartmentSelect
2021-09-07 13:12:23.597 [http-nio-6001-exec-10] INFO  com.xingHe.web.controller.DepartmentController - DepartmentController:getAllDepartmentSelect
2021-09-07 13:12:25.190 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:12:25.191 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:12:25.191 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:12:25.192 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:12:25.193 [http-nio-6001-exec-2] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:12:25.193 [http-nio-6001-exec-2] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:12:25.194 [http-nio-6001-exec-2] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:12:25.201 [http-nio-6001-exec-2] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=2, data=[ListNewsVo(id=12df5ed3e3f34eb99d6b53a5f087888d, title=新品即将发布，敬请期待, tilteImage=null, newsType=null, content=<p>新品即将发布，敬请期待</p>, descripe=新品即将发布，敬请期待, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:08:09, status=false), ListNewsVo(id=aaf5ca888edd41caad07c03aff592ba8, title=星河易寿官网上线啦, tilteImage=null, newsType=null, content=<p>热烈庆祝——星河易寿官网上线，请大家多多关注</p>, descripe=热烈庆祝——星河易寿官网上线, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:07:24, status=false)])
2021-09-07 13:13:40.885 [http-nio-6001-exec-3] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:13:40.886 [http-nio-6001-exec-3] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:13:40.886 [http-nio-6001-exec-3] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:13:40.886 [http-nio-6001-exec-3] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:13:40.887 [http-nio-6001-exec-3] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:13:40.888 [http-nio-6001-exec-3] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:13:40.889 [http-nio-6001-exec-3] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:13:40.896 [http-nio-6001-exec-3] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=2, data=[ListNewsVo(id=12df5ed3e3f34eb99d6b53a5f087888d, title=新品即将发布，敬请期待, tilteImage=null, newsType=null, content=<p>新品即将发布，敬请期待</p>, descripe=新品即将发布，敬请期待, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:08:09, status=false), ListNewsVo(id=aaf5ca888edd41caad07c03aff592ba8, title=星河易寿官网上线啦, tilteImage=null, newsType=null, content=<p>热烈庆祝——星河易寿官网上线，请大家多多关注</p>, descripe=热烈庆祝——星河易寿官网上线, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:07:24, status=false)])
2021-09-07 13:13:41.886 [http-nio-6001-exec-1] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
2021-09-07 13:13:41.889 [http-nio-6001-exec-1] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:GET
2021-09-07 13:13:41.890 [http-nio-6001-exec-1] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - Ip:http://localhost:6001/news/getList
2021-09-07 13:13:41.891 [http-nio-6001-exec-1] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - 参数：cookie=bearer;eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbk5hbWUiOiLliJjlu7rlrociLCJ1c2VySWQiOiIxIiwiaXNzIjoicmVzdGFwaXVzZXIiLCJhdWQiOiLliJjlu7rlrociLCJleHAiOjE2MzExNjM5NTIsIm5iZiI6MTYzMDk5MTE1Mn0.2dznJ5RIZBFwJta5ACm27V7P_O4XBfK0NlBX8I-x6iA&page=1&limit=10&titleName=
2021-09-07 13:13:41.893 [http-nio-6001-exec-1] INFO  com.xingHe.web.controller.NewsInfoController - getProperty:C:\Users\elane\Desktop\xh\xingHe\xingHe-web\target
2021-09-07 13:13:41.893 [http-nio-6001-exec-1] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource:file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/com/xingHe/web/controller/
2021-09-07 13:13:41.894 [http-nio-6001-exec-1] INFO  com.xingHe.web.controller.NewsInfoController - NewsInfoController.class.getResource("/"):file:/C:/Users/elane/Desktop/xh/xingHe/xingHe-web/target/xingHe-web-2.2.5.RELEASE.jar!/BOOT-INF/classes!/
2021-09-07 13:13:41.900 [http-nio-6001-exec-1] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - doBefore：LayuiTable(code=0, msg=null, count=2, data=[ListNewsVo(id=12df5ed3e3f34eb99d6b53a5f087888d, title=新品即将发布，敬请期待, tilteImage=null, newsType=null, content=<p>新品即将发布，敬请期待</p>, descripe=新品即将发布，敬请期待, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:08:09, status=false), ListNewsVo(id=aaf5ca888edd41caad07c03aff592ba8, title=星河易寿官网上线啦, tilteImage=null, newsType=null, content=<p>热烈庆祝——星河易寿官网上线，请大家多多关注</p>, descripe=热烈庆祝——星河易寿官网上线, showSeq=null, creator=刘建宇, createdby=null, createdTime=null, updatedby=null, updatedTime=2021-09-07 13:07:24, status=false)])
2021-09-07 14:58:55.109 [http-nio-6001-exec-6] INFO  com.xingHe.web.handelRequest.AspectRecordInfo - url:http://localhost:6001/news/getList
